data from new session is written from here:,,,
Sun May  2 21:06:56 2021,-28,163,190
Sun May  2 21:06:56 2021,106,112,100
Sun May  2 21:06:56 2021,-26,325,72
Sun May  2 21:06:56 2021,-26,325,72
Sun May  2 21:06:56 2021,-98,279,222
Sun May  2 21:06:56 2021,132,108,212
Sun May  2 21:06:56 2021,132,108,212
Sun May  2 21:06:56 2021,167,253,150
Sun May  2 21:06:56 2021,62,289,69
Sun May  2 21:06:56 2021,62,289,69
Sun May  2 21:06:56 2021,-54,263,149
Sun May  2 21:06:56 2021,-35,134,293
Sun May  2 21:06:56 2021,124,208,164
Sun May  2 21:06:56 2021,124,208,164
Sun May  2 21:06:56 2021,-37,280,79
Sun May  2 21:06:56 2021,-24,270,118
Sun May  2 21:06:56 2021,-24,270,118
Sun May  2 21:06:56 2021,-73,129,261
Sun May  2 21:06:56 2021,47,188,160
Sun May  2 21:06:56 2021,47,188,160
Sun May  2 21:06:56 2021,139,264,64
Sun May  2 21:06:56 2021,-148,322,63
Sun May  2 21:06:56 2021,-148,322,63
Sun May  2 21:06:56 2021,-102,201,287
Sun May  2 21:06:56 2021,98,211,259
Sun May  2 21:06:56 2021,91,262,105
Sun May  2 21:06:56 2021,91,262,105
Sun May  2 21:06:56 2021,-11,233,6
Sun May  2 21:06:56 2021,-60,131,184
Sun May  2 21:06:56 2021,-60,131,184
Sun May  2 21:06:56 2021,102,157,265
Sun May  2 21:06:56 2021,267,272,151
Sun May  2 21:06:56 2021,267,272,151
Sun May  2 21:06:56 2021,13,297,60
Sun May  2 21:06:56 2021,-76,260,187
Sun May  2 21:06:56 2021,99,31,265
Sun May  2 21:06:56 2021,99,31,265
Sun May  2 21:06:56 2021,205,180,145
Sun May  2 21:06:56 2021,71,320,36
Sun May  2 21:06:56 2021,71,320,36
Sun May  2 21:06:56 2021,-169,312,153
Sun May  2 21:06:56 2021,-89,230,282
Sun May  2 21:06:56 2021,134,169,162
Sun May  2 21:06:56 2021,134,169,162
Sun May  2 21:06:56 2021,-58,249,44
Sun May  2 21:06:56 2021,-44,290,72
Sun May  2 21:06:56 2021,-44,290,72
Sun May  2 21:06:56 2021,-53,69,227
Sun May  2 21:06:56 2021,82,330,229
Sun May  2 21:06:56 2021,200,263,102
Sun May  2 21:06:56 2021,200,263,102
Sun May  2 21:06:56 2021,-96,283,43
Sun May  2 21:06:56 2021,-63,141,228
Sun May  2 21:06:56 2021,-63,141,228
Sun May  2 21:06:56 2021,88,37,220
Sun May  2 21:06:56 2021,165,303,126
Sun May  2 21:06:56 2021,63,287,40
Sun May  2 21:06:56 2021,63,287,40
Sun May  2 21:06:56 2021,-159,276,206
Sun May  2 21:06:56 2021,35,133,269
Sun May  2 21:06:56 2021,35,133,269
Sun May  2 21:06:56 2021,174,68,113
Sun May  2 21:06:56 2021,-5,298,38
Sun May  2 21:06:56 2021,-5,298,38
Sun May  2 21:06:56 2021,-81,281,147
Sun May  2 21:06:56 2021,-38,285,275
Sun May  2 21:06:56 2021,117,135,180
Sun May  2 21:06:56 2021,117,135,180
Sun May  2 21:06:56 2021,64,176,48
Sun May  2 21:06:56 2021,-122,370,81
Sun May  2 21:06:56 2021,-122,370,81
Sun May  2 21:06:56 2021,-3,93,233
Sun May  2 21:06:56 2021,11,243,216
Sun May  2 21:06:56 2021,11,243,216
Sun May  2 21:06:56 2021,94,203,78
Sun May  2 21:06:56 2021,-113,267,58
Sun May  2 21:06:56 2021,-74,220,222
Sun May  2 21:06:56 2021,-74,220,222
Sun May  2 21:06:56 2021,115,142,240
Sun May  2 21:06:56 2021,128,261,104
Sun May  2 21:06:56 2021,128,261,104
Sun May  2 21:06:56 2021,-13,285,30
Sun May  2 21:06:56 2021,-185,206,172
Sun May  2 21:06:56 2021,-185,206,172
Sun May  2 21:06:56 2021,-49,179,255
Sun May  2 21:06:56 2021,172,159,135
Sun May  2 21:06:56 2021,76,339,39
Sun May  2 21:06:56 2021,76,339,39
Sun May  2 21:06:56 2021,-49,267,128
Sun May  2 21:06:56 2021,-50,134,259
Sun May  2 21:06:56 2021,-50,134,259
Sun May  2 21:06:56 2021,141,110,190
Sun May  2 21:06:56 2021,92,219,34
Sun May  2 21:06:56 2021,92,219,34
Sun May  2 21:06:56 2021,-111,266,116
Sun May  2 21:06:56 2021,5,106,278
Sun May  2 21:06:57 2021,5,106,278
Sun May  2 21:06:57 2021,106,190,219
Sun May  2 21:06:57 2021,46,300,72
Sun May  2 21:06:57 2021,-81,237,53
Sun May  2 21:06:57 2021,-81,237,53
Sun May  2 21:06:57 2021,-52,180,225
Sun May  2 21:06:57 2021,35,157,254
Sun May  2 21:06:57 2021,35,157,254
Sun May  2 21:06:57 2021,159,295,85
Sun May  2 21:06:57 2021,-38,341,37
Sun May  2 21:06:57 2021,-38,341,37
Sun May  2 21:06:57 2021,-159,269,152
Sun May  2 21:06:57 2021,-30,195,277
Sun May  2 21:06:57 2021,108,185,143
Sun May  2 21:06:57 2021,108,185,143
Sun May  2 21:06:57 2021,7,217,48
Sun May  2 21:06:57 2021,-142,279,118
Sun May  2 21:06:57 2021,-142,279,118
Sun May  2 21:06:57 2021,-82,204,272
Sun May  2 21:06:57 2021,108,143,180
Sun May  2 21:06:57 2021,108,143,180
Sun May  2 21:06:57 2021,67,246,65
Sun May  2 21:06:57 2021,-116,316,92
Sun May  2 21:06:57 2021,-128,177,267
Sun May  2 21:06:57 2021,-128,177,267
Sun May  2 21:06:57 2021,55,113,218
Sun May  2 21:06:57 2021,62,237,70
Sun May  2 21:06:57 2021,62,237,70
Sun May  2 21:06:57 2021,-35,243,67
Sun May  2 21:06:57 2021,-63,279,233
Sun May  2 21:06:57 2021,81,78,240
Sun May  2 21:06:57 2021,81,78,240
Sun May  2 21:06:57 2021,90,247,84
Sun May  2 21:06:57 2021,39,333,45
Sun May  2 21:06:57 2021,39,333,45
Sun May  2 21:06:57 2021,-183,257,146
Sun May  2 21:06:57 2021,45,185,265
Sun May  2 21:06:57 2021,45,185,265
Sun May  2 21:06:57 2021,182,173,129
Sun May  2 21:06:57 2021,49,358,63
Sun May  2 21:06:57 2021,-123,337,125
Sun May  2 21:06:57 2021,-123,337,125
Sun May  2 21:06:57 2021,-84,76,252
Sun May  2 21:06:57 2021,93,159,159
Sun May  2 21:06:57 2021,93,159,159
Sun May  2 21:06:57 2021,-5,235,56
Sun May  2 21:06:57 2021,-86,372,93
Sun May  2 21:06:57 2021,-86,372,93
Sun May  2 21:06:57 2021,-67,191,300
Sun May  2 21:06:57 2021,73,98,227
Sun May  2 21:06:57 2021,52,246,87
Sun May  2 21:06:57 2021,52,246,87
Sun May  2 21:06:57 2021,-106,252,73
Sun May  2 21:06:57 2021,-172,173,216
Sun May  2 21:06:57 2021,-172,173,216
Sun May  2 21:06:57 2021,59,164,247
Sun May  2 21:06:57 2021,84,247,87
Sun May  2 21:06:57 2021,-43,406,46
Sun May  2 21:06:57 2021,-101,277,206
Sun May  2 21:06:57 2021,-4,108,218
Sun May  2 21:06:57 2021,-4,108,218
Sun May  2 21:06:57 2021,82,200,91
Sun May  2 21:06:57 2021,-50,264,42
Sun May  2 21:06:57 2021,-143,269,128
Sun May  2 21:06:57 2021,20,199,270
Sun May  2 21:06:57 2021,20,199,270
Sun May  2 21:06:57 2021,151,176,108
Sun May  2 21:06:57 2021,-3,279,43
Sun May  2 21:06:57 2021,-216,268,122
Sun May  2 21:06:57 2021,-216,268,122
Sun May  2 21:06:57 2021,-63,69,250
Sun May  2 21:06:57 2021,86,181,169
Sun May  2 21:06:57 2021,21,302,76
Sun May  2 21:06:57 2021,21,302,76
Sun May  2 21:06:57 2021,-126,343,95
Sun May  2 21:06:57 2021,-140,252,279
Sun May  2 21:06:57 2021,172,91,187
Sun May  2 21:06:57 2021,172,91,187
Sun May  2 21:06:57 2021,39,251,61
Sun May  2 21:06:57 2021,-43,228,69
Sun May  2 21:06:57 2021,-277,109,248
Sun May  2 21:06:57 2021,-277,109,248
Sun May  2 21:06:57 2021,5,128,229
Sun May  2 21:06:57 2021,97,292,79
Sun May  2 21:06:57 2021,-58,338,58
Sun May  2 21:06:57 2021,-144,309,228
Sun May  2 21:06:57 2021,-144,309,228
Sun May  2 21:06:57 2021,68,133,234
Sun May  2 21:06:57 2021,160,122,86
Sun May  2 21:06:57 2021,-46,293,7
Sun May  2 21:06:57 2021,-46,293,7
Sun May  2 21:06:57 2021,-68,302,194
Sun May  2 21:06:57 2021,14,211,254
Sun May  2 21:06:57 2021,51,258,109
Sun May  2 21:06:57 2021,51,258,109
Sun May  2 21:06:57 2021,45,344,23
Sun May  2 21:06:57 2021,-174,272,137
Sun May  2 21:06:57 2021,-39,88,252
Sun May  2 21:06:57 2021,110,163,129
Sun May  2 21:06:57 2021,110,163,129
Sun May  2 21:06:57 2021,55,324,59
Sun May  2 21:06:57 2021,-116,295,119
Sun May  2 21:06:57 2021,-11,235,293
Sun May  2 21:06:57 2021,-11,235,293
Sun May  2 21:06:57 2021,122,175,175
Sun May  2 21:06:57 2021,73,250,57
