frequency of X,Amplitude of X,frequency of Y,Amplitude of Y,frequency of Z,Amplitude of Z
80.53691275,116.8487762,80.53691275,55.97609646,80.53691275,60.48979578
77.18120805,90.19570123,77.18120805,40.68404543,77.18120805,49.61706162
83.89261745,77.70596051,83.89261745,41.05921797,83.89261745,36.25163346
87.24832215,51.80953745,87.24832215,35.56078414,87.24832215,21.35241617
73.82550336,29.22489718,73.82550336,9.595755667,73.82550336,15.33360254
151.0067114,21.0107962,151.0067114,24.40314324,151.0067114,19.20101867
157.7181208,20.9717523,157.7181208,9.507389171,157.7181208,1.589527271
325.5033557,16.52731497,325.5033557,4.30020181,325.5033557,6.087252558
483.2214765,14.92377304,483.2214765,3.664397994,483.2214765,2.182649235
154.3624161,14.85631003,154.3624161,11.93451008,154.3624161,16.06110108
93.95973154,14.45979429,93.95973154,7.974459187,93.95973154,9.625654855
63.75838926,14.35087053,63.75838926,9.530157728,63.75838926,1.503551802
70.46979866,14.07636334,70.46979866,15.56944074,70.46979866,13.69838917
238.2550336,11.83390612,238.2550336,1.482024946,238.2550336,4.473519509
137.5838926,11.50946801,137.5838926,5.220330614,137.5838926,5.909548733
67.11409396,11.47334171,67.11409396,6.696458877,67.11409396,10.73501504
147.6510067,10.88579456,147.6510067,5.882626119,147.6510067,8.612136918
221.4765101,10.8204831,221.4765101,7.668188495,221.4765101,8.129161406
90.60402685,10.76503421,90.60402685,2.553136754,90.60402685,7.023941702
100.6711409,10.52092059,100.6711409,2.585159681,100.6711409,4.968047454
372.4832215,10.39249824,372.4832215,4.478445568,372.4832215,6.426157453
3.355704698,10.02847752,3.355704698,3.655052558,3.355704698,4.197692982
127.5167785,9.968949699,127.5167785,4.629350594,127.5167785,1.99542773
177.852349,9.798675755,177.852349,2.847950427,177.852349,4.109561718
234.8993289,9.784044126,234.8993289,8.595017361,234.8993289,6.644333743
60.40268456,9.724528298,60.40268456,6.166142092,60.40268456,3.407938268
16.77852349,9.648660832,16.77852349,1.922318909,16.77852349,0.823892536
36.91275168,9.519597263,36.91275168,1.292432555,36.91275168,7.390205652
43.62416107,9.408586398,43.62416107,2.744056658,43.62416107,3.581408851
117.4496644,9.375683914,117.4496644,3.567966961,117.4496644,1.024402966
107.3825503,9.359856925,107.3825503,7.030288997,107.3825503,0.430562742
218.1208054,9.242532035,218.1208054,2.687004786,218.1208054,2.93710764
46.97986577,9.046399832,46.97986577,3.507424609,46.97986577,2.81662845
355.704698,8.862366876,355.704698,1.908947357,355.704698,2.332750993
194.6308725,8.792823975,194.6308725,2.818733564,194.6308725,3.166772246
375.8389262,8.735652848,375.8389262,3.613518417,375.8389262,3.916899227
241.6107383,8.670551434,241.6107383,7.983492472,241.6107383,3.744968992
328.8590604,8.619258689,328.8590604,5.813539191,328.8590604,5.719038457
224.8322148,8.575731173,224.8322148,11.37091514,224.8322148,7.518308711
187.9194631,8.572337453,187.9194631,6.033570194,187.9194631,1.609940119
6.711409396,8.546149591,6.711409396,7.544151192,6.711409396,8.899174071
140.9395973,8.235985481,140.9395973,6.026399841,140.9395973,4.990658308
97.31543624,7.711473138,97.31543624,6.062268802,97.31543624,4.624174057
164.4295302,7.70667331,164.4295302,20.39841009,164.4295302,9.298164536
479.8657718,7.584160082,479.8657718,3.642060533,479.8657718,4.620080567
161.0738255,7.543170258,161.0738255,12.88991066,161.0738255,9.887518699
389.261745,7.46181794,389.261745,0.986716155,389.261745,2.411701825
228.1879195,7.380955681,228.1879195,7.517775354,228.1879195,7.18492127
114.0939597,7.344561398,114.0939597,6.101520903,114.0939597,2.957215624
33.55704698,7.306189623,33.55704698,5.856763605,33.55704698,3.803900108
248.3221477,7.303798851,248.3221477,3.948426521,248.3221477,1.893754902
181.2080537,7.006873718,181.2080537,7.274951754,181.2080537,4.069865264
318.7919463,6.893913975,318.7919463,3.416927949,318.7919463,1.430406604
171.1409396,6.889097191,171.1409396,6.260532283,171.1409396,4.237937757
104.0268456,6.768009982,104.0268456,3.70649723,104.0268456,5.158229033
244.966443,6.351237036,244.966443,2.634018647,244.966443,3.704269931
