data from new session is written from here:
Fri May  7 15:35:43 2021,-34,197,97
Fri May  7 15:35:43 2021,-77,132,80
Fri May  7 15:35:43 2021,-100,209,112
Fri May  7 15:35:43 2021,-125,205,64
Fri May  7 15:35:43 2021,-32,337,87
Fri May  7 15:35:43 2021,17,357,68
Fri May  7 15:35:43 2021,26,297,61
Fri May  7 15:35:43 2021,14,240,82
Fri May  7 15:35:43 2021,-46,168,105
Fri May  7 15:35:43 2021,-92,178,83
Fri May  7 15:35:43 2021,-103,245,94
Fri May  7 15:35:43 2021,-70,304,78
Fri May  7 15:35:43 2021,-8,334,49
Fri May  7 15:35:43 2021,41,340,60
Fri May  7 15:35:43 2021,3,216,90
Fri May  7 15:35:43 2021,-30,181,111
Fri May  7 15:35:43 2021,-95,167,80
Fri May  7 15:35:43 2021,-113,181,100
Fri May  7 15:35:43 2021,-99,239,98
Fri May  7 15:35:43 2021,-26,338,67
Fri May  7 15:35:43 2021,20,337,60
Fri May  7 15:35:43 2021,22,279,74
Fri May  7 15:35:44 2021,1,208,77
Fri May  7 15:35:44 2021,-69,175,85
Fri May  7 15:35:44 2021,-82,181,87
Fri May  7 15:35:44 2021,-84,250,72
Fri May  7 15:35:44 2021,-38,323,60
Fri May  7 15:35:44 2021,-10,343,69
Fri May  7 15:35:44 2021,21,318,87
Fri May  7 15:35:44 2021,10,260,123
Fri May  7 15:35:44 2021,-34,160,89
Fri May  7 15:35:44 2021,-66,157,77
Fri May  7 15:35:44 2021,-91,201,66
Fri May  7 15:35:44 2021,-71,247,24
Fri May  7 15:35:44 2021,-34,325,36
Fri May  7 15:35:44 2021,22,343,84
Fri May  7 15:35:44 2021,29,293,77
Fri May  7 15:35:44 2021,-18,189,79
Fri May  7 15:35:44 2021,-50,118,99
Fri May  7 15:35:44 2021,-90,129,85
Fri May  7 15:35:44 2021,-85,186,65
Fri May  7 15:35:44 2021,-7,335,85
Fri May  7 15:35:44 2021,26,349,60
Fri May  7 15:35:44 2021,52,316,100
Fri May  7 15:35:44 2021,17,242,96
Fri May  7 15:35:44 2021,-49,138,108
Fri May  7 15:35:44 2021,-75,128,86
Fri May  7 15:35:44 2021,-86,185,84
Fri May  7 15:35:44 2021,-43,267,58
Fri May  7 15:35:44 2021,29,330,58
Fri May  7 15:35:44 2021,50,330,88
Fri May  7 15:35:44 2021,45,261,70
Fri May  7 15:35:44 2021,-3,173,79
Fri May  7 15:35:44 2021,-40,153,72
Fri May  7 15:35:44 2021,-68,193,90
Fri May  7 15:35:44 2021,-64,229,63
Fri May  7 15:35:44 2021,26,349,49
Fri May  7 15:35:44 2021,65,336,89
Fri May  7 15:35:44 2021,71,311,97
Fri May  7 15:35:44 2021,-2,174,91
Fri May  7 15:35:44 2021,-36,126,90
Fri May  7 15:35:44 2021,-48,115,87
Fri May  7 15:35:44 2021,-67,125,108
Fri May  7 15:35:44 2021,-10,273,53
Fri May  7 15:35:44 2021,23,331,67
Fri May  7 15:35:44 2021,62,329,68
Fri May  7 15:35:44 2021,67,257,86
Fri May  7 15:35:44 2021,30,209,80
Fri May  7 15:35:44 2021,5,134,78
Fri May  7 15:35:44 2021,-47,119,65
Fri May  7 15:35:44 2021,-39,180,70
Fri May  7 15:35:44 2021,-19,261,55
Fri May  7 15:35:44 2021,38,330,60
Fri May  7 15:35:44 2021,91,308,73
Fri May  7 15:35:44 2021,75,243,66
Fri May  7 15:35:44 2021,51,191,112
Fri May  7 15:35:44 2021,-16,96,87
Fri May  7 15:35:44 2021,-47,109,66
Fri May  7 15:35:44 2021,-36,163,57
Fri May  7 15:35:44 2021,55,339,77
