data from new session is written from here:
Sun May  2 20:40:00 2021,-20,144,173
Sun May  2 20:40:00 2021,-20,144,173
Sun May  2 20:40:00 2021,120,-48,171
Sun May  2 20:40:00 2021,152,116,46
Sun May  2 20:40:00 2021,152,116,46
Sun May  2 20:40:00 2021,-157,121,154
Sun May  2 20:40:00 2021,38,48,219
Sun May  2 20:40:00 2021,38,48,219
Sun May  2 20:40:00 2021,103,221,63
Sun May  2 20:40:00 2021,15,146,234
Sun May  2 20:40:00 2021,15,146,234
Sun May  2 20:40:00 2021,63,403,92
Sun May  2 20:40:00 2021,-173,481,162
Sun May  2 20:40:00 2021,-9,254,238
Sun May  2 20:40:00 2021,-9,254,238
Sun May  2 20:40:00 2021,98,266,121
Sun May  2 20:40:00 2021,-115,367,123
Sun May  2 20:40:00 2021,43,187,239
Sun May  2 20:40:00 2021,43,187,239
Sun May  2 20:40:00 2021,194,60,91
Sun May  2 20:40:00 2021,7,269,110
Sun May  2 20:40:00 2021,65,71,245
Sun May  2 20:40:00 2021,65,71,245
Sun May  2 20:40:00 2021,37,59,77
Sun May  2 20:40:00 2021,-43,253,90
Sun May  2 20:40:00 2021,-52,62,255
Sun May  2 20:40:00 2021,-52,62,255
Sun May  2 20:40:00 2021,-2,136,119
Sun May  2 20:40:00 2021,-75,425,79
Sun May  2 20:40:00 2021,-77,258,277
Sun May  2 20:40:00 2021,-77,258,277
Sun May  2 20:40:00 2021,182,282,170
Sun May  2 20:40:00 2021,-82,391,74
Sun May  2 20:40:00 2021,64,281,290
Sun May  2 20:40:00 2021,64,281,290
Sun May  2 20:40:00 2021,158,167,136
Sun May  2 20:40:00 2021,20,248,64
Sun May  2 20:40:00 2021,33,115,273
Sun May  2 20:40:00 2021,33,115,273
Sun May  2 20:40:00 2021,162,151,116
Sun May  2 20:40:00 2021,-34,176,80
Sun May  2 20:40:00 2021,-64,39,214
Sun May  2 20:40:00 2021,-64,39,214
Sun May  2 20:40:00 2021,110,99,113
Sun May  2 20:40:00 2021,-107,317,59
Sun May  2 20:40:00 2021,-107,317,59
Sun May  2 20:40:00 2021,-116,218,243
Sun May  2 20:40:00 2021,38,225,126
Sun May  2 20:40:00 2021,-83,416,98
Sun May  2 20:40:00 2021,-83,416,98
Sun May  2 20:40:00 2021,-6,344,228
Sun May  2 20:40:00 2021,129,195,148
Sun May  2 20:40:00 2021,129,195,148
Sun May  2 20:40:00 2021,51,342,92
Sun May  2 20:40:00 2021,-29,234,227
Sun May  2 20:40:00 2021,187,63,157
Sun May  2 20:40:00 2021,38,153,74
Sun May  2 20:40:00 2021,38,153,74
Sun May  2 20:40:00 2021,-66,135,192
Sun May  2 20:40:00 2021,162,78,154
Sun May  2 20:40:00 2021,162,78,154
Sun May  2 20:40:00 2021,25,109,57
Sun May  2 20:40:00 2021,-98,211,203
Sun May  2 20:40:00 2021,4,222,183
Sun May  2 20:40:00 2021,4,222,183
Sun May  2 20:40:00 2021,-59,260,84
Sun May  2 20:40:00 2021,-50,349,206
Sun May  2 20:40:00 2021,64,229,187
Sun May  2 20:40:00 2021,64,229,187
Sun May  2 20:40:00 2021,0,444,105
Sun May  2 20:40:00 2021,-70,309,176
Sun May  2 20:40:00 2021,-70,309,176
Sun May  2 20:40:00 2021,113,175,82
Sun May  2 20:40:00 2021,-87,192,144
Sun May  2 20:40:00 2021,-87,192,144
Sun May  2 20:40:00 2021,87,86,195
Sun May  2 20:40:00 2021,95,175,88
Sun May  2 20:40:00 2021,95,175,88
Sun May  2 20:40:00 2021,-162,282,118
Sun May  2 20:40:00 2021,-14,103,209
Sun May  2 20:40:00 2021,-14,103,209
Sun May  2 20:40:00 2021,21,233,112
Sun May  2 20:40:00 2021,-161,362,119
Sun May  2 20:40:00 2021,2,242,239
Sun May  2 20:40:00 2021,2,242,239
Sun May  2 20:40:00 2021,-12,302,113
Sun May  2 20:40:00 2021,-104,397,119
Sun May  2 20:40:00 2021,28,158,229
Sun May  2 20:40:00 2021,28,158,229
Sun May  2 20:40:00 2021,121,224,108
Sun May  2 20:40:00 2021,-47,447,71
Sun May  2 20:40:00 2021,3,178,246
Sun May  2 20:40:00 2021,3,178,246
Sun May  2 20:40:00 2021,181,149,105
Sun May  2 20:40:00 2021,-4,231,79
Sun May  2 20:40:00 2021,-4,231,79
Sun May  2 20:40:00 2021,22,91,261
Sun May  2 20:40:00 2021,161,134,78
Sun May  2 20:40:00 2021,-126,273,71
Sun May  2 20:40:00 2021,-126,273,71
Sun May  2 20:40:00 2021,-50,121,257
